Archivo,Tipo,Parametros,Descripcion
RECT_632_2621.4x759.5_8holes.dxf,Rectangulo con agujeros,"Ancho=2621.40, Largo=759.50, Agujeros=8, Diametros=[4.98, 14.75, 11.73, 13.86, 9.71, 9.92, 8.40, 7.92]",Rectángulo 2621.4x759.5mm con 8 agujeros (distribución cuadricula)
RECT_633_1350.3x137.3.dxf,Rectangulo,"Ancho=1350.29, Largo=137.29",Rectángulo de 1350.3mm x 137.3mm
RECT_633_1350.3x137.3_4holes.dxf,Rectangulo con agujeros,"Ancho=1350.29, Largo=137.29, Agujeros=4, Diametros=[13.13, 4.81, 7.77, 13.07]",Rectángulo 1350.3x137.3mm con 4 agujeros (distribución aleatoria)
RECT_634_2749.0x951.9.dxf,Rectangulo,"Ancho=2749.00, Largo=951.90",Rectángulo de 2749.0mm x 951.9mm
RECT_634_2749.0x951.9_32holes.dxf,Rectangulo con agujeros,"Ancho=2749.00, Largo=951.90, Agujeros=32, Diametros=[5.46, 4.31, 4.59, 4.69, 13.45, 5.81, 5.09, 14.24, 9.07, 5.93, 14.35, 10.20, 4.60, 12.51, 8.69, 9.54, 6.41, 7.20, 13.41, 8.22, 9.33, 13.82, 4.53, 13.57, 14.41, 5.97, 13.11, 11.34, 12.66, 6.18, 6.04, 9.96]",Rectángulo 2749.0x951.9mm con 32 agujeros (distribución aleatoria)
WASH_635_D659.4-339.1.dxf,Arandela,"D_exterior=659.35, D_interior=339.12",Arandela Ø659.4mm / Ø339.1mm
WASH_635_D659.4-339.1_32holes.dxf,Arandela con agujeros,"D_exterior=659.35, D_interior=339.12, Agujeros=32, D_agujero=10.77",Arandela Ø659.4/Ø339.1mm con 32 agujeros de Ø10.8mm (circular)
WASH_636_D1053.3-607.4.dxf,Arandela,"D_exterior=1053.26, D_interior=607.44",Arandela Ø1053.3mm / Ø607.4mm
WASH_636_D1053.3-607.4_33holes.dxf,Arandela con agujeros,"D_exterior=1053.26, D_interior=607.44, Agujeros=33, D_agujero=9.67",Arandela Ø1053.3/Ø607.4mm con 33 agujeros de Ø9.7mm (circular)
WASH_637_D514.6-354.2.dxf,Arandela,"D_exterior=514.62, D_interior=354.20",Arandela Ø514.6mm / Ø354.2mm
WASH_637_D514.6-354.2_36holes.dxf,Arandela con agujeros,"D_exterior=514.62, D_interior=354.20, Agujeros=36, D_agujero=7.41",Arandela Ø514.6/Ø354.2mm con 36 agujeros de Ø7.4mm (circular)
RECT_638_2159.7x166.7.dxf,Rectangulo,"Ancho=2159.66, Largo=166.74",Rectángulo de 2159.7mm x 166.7mm
RECT_638_2159.7x166.7_1holes.dxf,Rectangulo con agujeros,"Ancho=2159.66, Largo=166.74, Agujeros=1, Diametros=[9.83]",Rectángulo 2159.7x166.7mm con 1 agujeros (distribución circular)
RECT_639_2635.6x785.8.dxf,Rectangulo,"Ancho=2635.65, Largo=785.82",Rectángulo de 2635.6mm x 785.8mm
RECT_639_2635.6x785.8_1holes.dxf,Rectangulo con agujeros,"Ancho=2635.65, Largo=785.82, Agujeros=1, Diametros=[5.25]",Rectángulo 2635.6x785.8mm con 1 agujeros (distribución cuadricula)
WASH_640_D861.0-492.8.dxf,Arandela,"D_exterior=861.00, D_interior=492.76",Arandela Ø861.0mm / Ø492.8mm
WASH_640_D861.0-492.8_19holes.dxf,Arandela con agujeros,"D_exterior=861.00, D_interior=492.76, Agujeros=19, D_agujero=5.26",Arandela Ø861.0/Ø492.8mm con 19 agujeros de Ø5.3mm (circular)
WASH_641_D775.4-455.3.dxf,Arandela,"D_exterior=775.42, D_interior=455.35",Arandela Ø775.4mm / Ø455.3mm
WASH_641_D775.4-455.3_31holes.dxf,Arandela con agujeros,"D_exterior=775.42, D_interior=455.35, Agujeros=31, D_agujero=11.97",Arandela Ø775.4/Ø455.3mm con 31 agujeros de Ø12.0mm (circular)
WASH_642_D450.4-305.1.dxf,Arandela,"D_exterior=450.39, D_interior=305.09",Arandela Ø450.4mm / Ø305.1mm
WASH_642_D450.4-305.1_8holes.dxf,Arandela con agujeros,"D_exterior=450.39, D_interior=305.09, Agujeros=8, D_agujero=10.02",Arandela Ø450.4/Ø305.1mm con 8 agujeros de Ø10.0mm (circular)
WASH_643_D574.5-418.7.dxf,Arandela,"D_exterior=574.45, D_interior=418.68",Arandela Ø574.5mm / Ø418.7mm
WASH_643_D574.5-418.7_46holes.dxf,Arandela con agujeros,"D_exterior=574.45, D_interior=418.68, Agujeros=46, D_agujero=14.61",Arandela Ø574.5/Ø418.7mm con 46 agujeros de Ø14.6mm (circular)
WASH_644_D1154.6-691.5.dxf,Arandela,"D_exterior=1154.62, D_interior=691.53",Arandela Ø1154.6mm / Ø691.5mm
WASH_644_D1154.6-691.5_47holes.dxf,Arandela con agujeros,"D_exterior=1154.62, D_interior=691.53, Agujeros=47, D_agujero=11.52",Arandela Ø1154.6/Ø691.5mm con 47 agujeros de Ø11.5mm (circular)
RECT_645_549.8x770.6.dxf,Rectangulo,"Ancho=549.81, Largo=770.56",Rectángulo de 549.8mm x 770.6mm
RECT_645_549.8x770.6_1holes.dxf,Rectangulo con agujeros,"Ancho=549.81, Largo=770.56, Agujeros=1, Diametros=[14.37]",Rectángulo 549.8x770.6mm con 1 agujeros (distribución aleatoria)
RECT_646_1115.8x1182.4.dxf,Rectangulo,"Ancho=1115.82, Largo=1182.44",Rectángulo de 1115.8mm x 1182.4mm
RECT_646_1115.8x1182.4_4holes.dxf,Rectangulo con agujeros,"Ancho=1115.82, Largo=1182.44, Agujeros=4, Diametros=[7.39, 4.08, 6.49, 9.04]",Rectángulo 1115.8x1182.4mm con 4 agujeros (distribución cuadricula)
WASH_647_D891.6-626.8.dxf,Arandela,"D_exterior=891.56, D_interior=626.84",Arandela Ø891.6mm / Ø626.8mm
WASH_647_D891.6-626.8_34holes.dxf,Arandela con agujeros,"D_exterior=891.56, D_interior=626.84, Agujeros=34, D_agujero=8.18",Arandela Ø891.6/Ø626.8mm con 34 agujeros de Ø8.2mm (circular)
RECT_648_2503.1x743.3.dxf,Rectangulo,"Ancho=2503.12, Largo=743.35",Rectángulo de 2503.1mm x 743.3mm
RECT_648_2503.1x743.3_1holes.dxf,Rectangulo con agujeros,"Ancho=2503.12, Largo=743.35, Agujeros=1, Diametros=[9.27]",Rectángulo 2503.1x743.3mm con 1 agujeros (distribución cuadricula)
WASH_649_D170.1-65.6.dxf,Arandela,"D_exterior=170.12, D_interior=65.63",Arandela Ø170.1mm / Ø65.6mm
WASH_649_D170.1-65.6_22holes.dxf,Arandela con agujeros,"D_exterior=170.12, D_interior=65.63, Agujeros=22, D_agujero=13.50",Arandela Ø170.1/Ø65.6mm con 22 agujeros de Ø13.5mm (circular)
WASH_650_D449.7-269.6.dxf,Arandela,"D_exterior=449.69, D_interior=269.57",Arandela Ø449.7mm / Ø269.6mm
WASH_650_D449.7-269.6_43holes.dxf,Arandela con agujeros,"D_exterior=449.69, D_interior=269.57, Agujeros=43, D_agujero=6.30",Arandela Ø449.7/Ø269.6mm con 43 agujeros de Ø6.3mm (circular)
WASH_651_D975.4-387.2.dxf,Arandela,"D_exterior=975.38, D_interior=387.17",Arandela Ø975.4mm / Ø387.2mm
WASH_651_D975.4-387.2_10holes.dxf,Arandela con agujeros,"D_exterior=975.38, D_interior=387.17, Agujeros=10, D_agujero=13.00",Arandela Ø975.4/Ø387.2mm con 10 agujeros de Ø13.0mm (circular)
RECT_652_1166.6x855.5.dxf,Rectangulo,"Ancho=1166.62, Largo=855.55",Rectángulo de 1166.6mm x 855.5mm
RECT_652_1166.6x855.5_8holes.dxf,Rectangulo con agujeros,"Ancho=1166.62, Largo=855.55, Agujeros=8, Diametros=[14.44, 8.63, 11.10, 13.32, 12.86, 8.07, 11.72, 13.76]",Rectángulo 1166.6x855.5mm con 8 agujeros (distribución aleatoria)
WASH_653_D1375.3-643.3.dxf,Arandela,"D_exterior=1375.29, D_interior=643.25",Arandela Ø1375.3mm / Ø643.3mm
WASH_653_D1375.3-643.3_38holes.dxf,Arandela con agujeros,"D_exterior=1375.29, D_interior=643.25, Agujeros=38, D_agujero=7.46",Arandela Ø1375.3/Ø643.3mm con 38 agujeros de Ø7.5mm (circular)
WASH_654_D996.2-444.2.dxf,Arandela,"D_exterior=996.24, D_interior=444.18",Arandela Ø996.2mm / Ø444.2mm
WASH_654_D996.2-444.2_41holes.dxf,Arandela con agujeros,"D_exterior=996.24, D_interior=444.18, Agujeros=41, D_agujero=9.77",Arandela Ø996.2/Ø444.2mm con 41 agujeros de Ø9.8mm (circular)
WASH_655_D381.0-296.8.dxf,Arandela,"D_exterior=380.96, D_interior=296.84",Arandela Ø381.0mm / Ø296.8mm
WASH_655_D381.0-296.8_48holes.dxf,Arandela con agujeros,"D_exterior=380.96, D_interior=296.84, Agujeros=48, D_agujero=6.59",Arandela Ø381.0/Ø296.8mm con 48 agujeros de Ø6.6mm (circular)
RECT_656_812.8x32.6.dxf,Rectangulo,"Ancho=812.82, Largo=32.63",Rectángulo de 812.8mm x 32.6mm
RECT_656_812.8x32.6_16holes.dxf,Rectangulo con agujeros,"Ancho=812.82, Largo=32.63, Agujeros=16, Diametros=[7.17, 11.96, 6.99, 6.18, 11.05, 6.32, 6.00, 6.35, 10.44, 10.53, 4.04, 11.71, 11.99, 7.35, 5.34, 9.86]",Rectángulo 812.8x32.6mm con 16 agujeros (distribución circular)
WASH_657_D499.5-280.1.dxf,Arandela,"D_exterior=499.49, D_interior=280.06",Arandela Ø499.5mm / Ø280.1mm
WASH_657_D499.5-280.1_41holes.dxf,Arandela con agujeros,"D_exterior=499.49, D_interior=280.06, Agujeros=41, D_agujero=12.93",Arandela Ø499.5/Ø280.1mm con 41 agujeros de Ø12.9mm (circular)
WASH_658_D1295.5-715.5.dxf,Arandela,"D_exterior=1295.47, D_interior=715.51",Arandela Ø1295.5mm / Ø715.5mm
WASH_658_D1295.5-715.5_30holes.dxf,Arandela con agujeros,"D_exterior=1295.47, D_interior=715.51, Agujeros=30, D_agujero=11.99",Arandela Ø1295.5/Ø715.5mm con 30 agujeros de Ø12.0mm (circular)
RECT_659_226.0x685.6.dxf,Rectangulo,"Ancho=226.05, Largo=685.59",Rectángulo de 226.0mm x 685.6mm
RECT_659_226.0x685.6_4holes.dxf,Rectangulo con agujeros,"Ancho=226.05, Largo=685.59, Agujeros=4, Diametros=[8.06, 12.60, 7.51, 14.35]",Rectángulo 226.0x685.6mm con 4 agujeros (distribución circular)
WASH_660_D1076.5-403.9.dxf,Arandela,"D_exterior=1076.51, D_interior=403.95",Arandela Ø1076.5mm / Ø403.9mm
WASH_660_D1076.5-403.9_49holes.dxf,Arandela con agujeros,"D_exterior=1076.51, D_interior=403.95, Agujeros=49, D_agujero=4.73",Arandela Ø1076.5/Ø403.9mm con 49 agujeros de Ø4.7mm (circular)
WASH_661_D1413.6-523.0.dxf,Arandela,"D_exterior=1413.56, D_interior=522.98",Arandela Ø1413.6mm / Ø523.0mm
WASH_661_D1413.6-523.0_17holes.dxf,Arandela con agujeros,"D_exterior=1413.56, D_interior=522.98, Agujeros=17, D_agujero=9.84",Arandela Ø1413.6/Ø523.0mm con 17 agujeros de Ø9.8mm (circular)
RECT_662_534.0x784.1.dxf,Rectangulo,"Ancho=534.04, Largo=784.12",Rectángulo de 534.0mm x 784.1mm
RECT_662_534.0x784.1_4holes.dxf,Rectangulo con agujeros,"Ancho=534.04, Largo=784.12, Agujeros=4, Diametros=[10.75, 12.79, 13.41, 14.67]",Rectángulo 534.0x784.1mm con 4 agujeros (distribución cuadricula)
WASH_663_D610.1-225.0.dxf,Arandela,"D_exterior=610.07, D_interior=224.98",Arandela Ø610.1mm / Ø225.0mm
WASH_663_D610.1-225.0_43holes.dxf,Arandela con agujeros,"D_exterior=610.07, D_interior=224.98, Agujeros=43, D_agujero=4.48",Arandela Ø610.1/Ø225.0mm con 43 agujeros de Ø4.5mm (circular)
RECT_664_2735.8x96.1.dxf,Rectangulo,"Ancho=2735.77, Largo=96.06",Rectángulo de 2735.8mm x 96.1mm
RECT_664_2735.8x96.1_4holes.dxf,Rectangulo con agujeros,"Ancho=2735.77, Largo=96.06, Agujeros=4, Diametros=[7.48, 14.49, 13.27, 13.85]",Rectángulo 2735.8x96.1mm con 4 agujeros (distribución cuadricula)
WASH_665_D1214.6-507.6.dxf,Arandela,"D_exterior=1214.57, D_interior=507.64",Arandela Ø1214.6mm / Ø507.6mm
WASH_665_D1214.6-507.6_15holes.dxf,Arandela con agujeros,"D_exterior=1214.57, D_interior=507.64, Agujeros=15, D_agujero=6.98",Arandela Ø1214.6/Ø507.6mm con 15 agujeros de Ø7.0mm (circular)
RECT_666_335.1x589.0.dxf,Rectangulo,"Ancho=335.13, Largo=588.98",Rectángulo de 335.1mm x 589.0mm
RECT_666_335.1x589.0_2holes.dxf,Rectangulo con agujeros,"Ancho=335.13, Largo=588.98, Agujeros=2, Diametros=[13.07, 5.84]",Rectángulo 335.1x589.0mm con 2 agujeros (distribución aleatoria)
WASH_667_D1095.2-701.1.dxf,Arandela,"D_exterior=1095.16, D_interior=701.05",Arandela Ø1095.2mm / Ø701.1mm
WASH_667_D1095.2-701.1_21holes.dxf,Arandela con agujeros,"D_exterior=1095.16, D_interior=701.05, Agujeros=21, D_agujero=12.54",Arandela Ø1095.2/Ø701.1mm con 21 agujeros de Ø12.5mm (circular)
WASH_668_D898.6-355.7.dxf,Arandela,"D_exterior=898.57, D_interior=355.66",Arandela Ø898.6mm / Ø355.7mm
WASH_668_D898.6-355.7_5holes.dxf,Arandela con agujeros,"D_exterior=898.57, D_interior=355.66, Agujeros=5, D_agujero=6.45",Arandela Ø898.6/Ø355.7mm con 5 agujeros de Ø6.4mm (circular)
RECT_669_1545.6x767.9.dxf,Rectangulo,"Ancho=1545.62, Largo=767.85",Rectángulo de 1545.6mm x 767.9mm
RECT_669_1545.6x767.9_2holes.dxf,Rectangulo con agujeros,"Ancho=1545.62, Largo=767.85, Agujeros=2, Diametros=[6.72, 11.38]",Rectángulo 1545.6x767.9mm con 2 agujeros (distribución aleatoria)
RECT_670_1124.5x1313.2.dxf,Rectangulo,"Ancho=1124.52, Largo=1313.19",Rectángulo de 1124.5mm x 1313.2mm
RECT_670_1124.5x1313.2_4holes.dxf,Rectangulo con agujeros,"Ancho=1124.52, Largo=1313.19, Agujeros=4, Diametros=[14.01, 14.21, 5.92, 7.78]",Rectángulo 1124.5x1313.2mm con 4 agujeros (distribución circular)
RECT_671_2757.5x1166.9.dxf,Rectangulo,"Ancho=2757.50, Largo=1166.93",Rectángulo de 2757.5mm x 1166.9mm
RECT_671_2757.5x1166.9_1holes.dxf,Rectangulo con agujeros,"Ancho=2757.50, Largo=1166.93, Agujeros=1, Diametros=[13.51]",Rectángulo 2757.5x1166.9mm con 1 agujeros (distribución circular)
RECT_672_2589.7x112.5.dxf,Rectangulo,"Ancho=2589.69, Largo=112.49",Rectángulo de 2589.7mm x 112.5mm
RECT_672_2589.7x112.5_1holes.dxf,Rectangulo con agujeros,"Ancho=2589.69, Largo=112.49, Agujeros=1, Diametros=[12.04]",Rectángulo 2589.7x112.5mm con 1 agujeros (distribución cuadricula)
RECT_673_701.7x810.7.dxf,Rectangulo,"Ancho=701.72, Largo=810.74",Rectángulo de 701.7mm x 810.7mm
RECT_673_701.7x810.7_4holes.dxf,Rectangulo con agujeros,"Ancho=701.72, Largo=810.74, Agujeros=4, Diametros=[13.44, 7.28, 11.13, 11.08]",Rectángulo 701.7x810.7mm con 4 agujeros (distribución aleatoria)
WASH_674_D553.0-432.4.dxf,Arandela,"D_exterior=552.98, D_interior=432.42",Arandela Ø553.0mm / Ø432.4mm
WASH_674_D553.0-432.4_17holes.dxf,Arandela con agujeros,"D_exterior=552.98, D_interior=432.42, Agujeros=17, D_agujero=7.56",Arandela Ø553.0/Ø432.4mm con 17 agujeros de Ø7.6mm (circular)
WASH_675_D141.5-99.6.dxf,Arandela,"D_exterior=141.49, D_interior=99.58",Arandela Ø141.5mm / Ø99.6mm
WASH_675_D141.5-99.6_45holes.dxf,Arandela con agujeros,"D_exterior=141.49, D_interior=99.58, Agujeros=45, D_agujero=9.26",Arandela Ø141.5/Ø99.6mm con 45 agujeros de Ø9.3mm (circular)
WASH_676_D1386.3-824.3.dxf,Arandela,"D_exterior=1386.32, D_interior=824.29",Arandela Ø1386.3mm / Ø824.3mm
WASH_676_D1386.3-824.3_32holes.dxf,Arandela con agujeros,"D_exterior=1386.32, D_interior=824.29, Agujeros=32, D_agujero=7.07",Arandela Ø1386.3/Ø824.3mm con 32 agujeros de Ø7.1mm (circular)
RECT_677_808.0x1426.6.dxf,Rectangulo,"Ancho=807.98, Largo=1426.57",Rectángulo de 808.0mm x 1426.6mm
RECT_677_808.0x1426.6_8holes.dxf,Rectangulo con agujeros,"Ancho=807.98, Largo=1426.57, Agujeros=8, Diametros=[11.74, 7.65, 5.47, 14.62, 8.66, 6.44, 9.98, 10.55]",Rectángulo 808.0x1426.6mm con 8 agujeros (distribución cuadricula)
WASH_678_D188.8-88.9.dxf,Arandela,"D_exterior=188.78, D_interior=88.93",Arandela Ø188.8mm / Ø88.9mm
WASH_678_D188.8-88.9_3holes.dxf,Arandela con agujeros,"D_exterior=188.78, D_interior=88.93, Agujeros=3, D_agujero=7.15",Arandela Ø188.8/Ø88.9mm con 3 agujeros de Ø7.2mm (circular)
RECT_679_2802.8x462.0.dxf,Rectangulo,"Ancho=2802.82, Largo=462.03",Rectángulo de 2802.8mm x 462.0mm
RECT_679_2802.8x462.0_4holes.dxf,Rectangulo con agujeros,"Ancho=2802.82, Largo=462.03, Agujeros=4, Diametros=[13.10, 11.58, 5.87, 4.25]",Rectángulo 2802.8x462.0mm con 4 agujeros (distribución aleatoria)
WASH_680_D1347.5-805.9.dxf,Arandela,"D_exterior=1347.54, D_interior=805.86",Arandela Ø1347.5mm / Ø805.9mm
WASH_680_D1347.5-805.9_3holes.dxf,Arandela con agujeros,"D_exterior=1347.54, D_interior=805.86, Agujeros=3, D_agujero=8.81",Arandela Ø1347.5/Ø805.9mm con 3 agujeros de Ø8.8mm (circular)
WASH_681_D334.7-220.5.dxf,Arandela,"D_exterior=334.68, D_interior=220.48",Arandela Ø334.7mm / Ø220.5mm
WASH_681_D334.7-220.5_50holes.dxf,Arandela con agujeros,"D_exterior=334.68, D_interior=220.48, Agujeros=50, D_agujero=7.89",Arandela Ø334.7/Ø220.5mm con 50 agujeros de Ø7.9mm (circular)
RECT_682_2140.2x466.2.dxf,Rectangulo,"Ancho=2140.19, Largo=466.17",Rectángulo de 2140.2mm x 466.2mm
RECT_682_2140.2x466.2_2holes.dxf,Rectangulo con agujeros,"Ancho=2140.19, Largo=466.17, Agujeros=2, Diametros=[10.15, 5.00]",Rectángulo 2140.2x466.2mm con 2 agujeros (distribución cuadricula)
RECT_683_2317.6x738.1.dxf,Rectangulo,"Ancho=2317.59, Largo=738.07",Rectángulo de 2317.6mm x 738.1mm
RECT_683_2317.6x738.1_1holes.dxf,Rectangulo con agujeros,"Ancho=2317.59, Largo=738.07, Agujeros=1, Diametros=[5.62]",Rectángulo 2317.6x738.1mm con 1 agujeros (distribución aleatoria)
RECT_684_2561.7x651.6.dxf,Rectangulo,"Ancho=2561.70, Largo=651.56",Rectángulo de 2561.7mm x 651.6mm
RECT_684_2561.7x651.6_1holes.dxf,Rectangulo con agujeros,"Ancho=2561.70, Largo=651.56, Agujeros=1, Diametros=[9.36]",Rectángulo 2561.7x651.6mm con 1 agujeros (distribución cuadricula)
RECT_685_2710.3x205.6.dxf,Rectangulo,"Ancho=2710.35, Largo=205.63",Rectángulo de 2710.3mm x 205.6mm
RECT_685_2710.3x205.6_1holes.dxf,Rectangulo con agujeros,"Ancho=2710.35, Largo=205.63, Agujeros=1, Diametros=[6.57]",Rectángulo 2710.3x205.6mm con 1 agujeros (distribución cuadricula)
RECT_686_2308.4x798.1.dxf,Rectangulo,"Ancho=2308.41, Largo=798.13",Rectángulo de 2308.4mm x 798.1mm
RECT_686_2308.4x798.1_1holes.dxf,Rectangulo con agujeros,"Ancho=2308.41, Largo=798.13, Agujeros=1, Diametros=[12.09]",Rectángulo 2308.4x798.1mm con 1 agujeros (distribución cuadricula)
RECT_687_343.6x936.6.dxf,Rectangulo,"Ancho=343.59, Largo=936.55",Rectángulo de 343.6mm x 936.6mm
RECT_687_343.6x936.6_4holes.dxf,Rectangulo con agujeros,"Ancho=343.59, Largo=936.55, Agujeros=4, Diametros=[6.42, 11.76, 10.97, 4.11]",Rectángulo 343.6x936.6mm con 4 agujeros (distribución cuadricula)
WASH_688_D735.5-357.9.dxf,Arandela,"D_exterior=735.49, D_interior=357.89",Arandela Ø735.5mm / Ø357.9mm
WASH_688_D735.5-357.9_4holes.dxf,Arandela con agujeros,"D_exterior=735.49, D_interior=357.89, Agujeros=4, D_agujero=13.01",Arandela Ø735.5/Ø357.9mm con 4 agujeros de Ø13.0mm (circular)
WASH_689_D1273.5-516.9.dxf,Arandela,"D_exterior=1273.45, D_interior=516.91",Arandela Ø1273.5mm / Ø516.9mm
WASH_689_D1273.5-516.9_30holes.dxf,Arandela con agujeros,"D_exterior=1273.45, D_interior=516.91, Agujeros=30, D_agujero=13.69",Arandela Ø1273.5/Ø516.9mm con 30 agujeros de Ø13.7mm (circular)
RECT_690_1759.2x1159.6.dxf,Rectangulo,"Ancho=1759.25, Largo=1159.60",Rectángulo de 1759.2mm x 1159.6mm
RECT_690_1759.2x1159.6_1holes.dxf,Rectangulo con agujeros,"Ancho=1759.25, Largo=1159.60, Agujeros=1, Diametros=[6.36]",Rectángulo 1759.2x1159.6mm con 1 agujeros (distribución circular)
RECT_691_911.6x305.4.dxf,Rectangulo,"Ancho=911.59, Largo=305.39",Rectángulo de 911.6mm x 305.4mm
RECT_691_911.6x305.4_2holes.dxf,Rectangulo con agujeros,"Ancho=911.59, Largo=305.39, Agujeros=2, Diametros=[10.62, 9.65]",Rectángulo 911.6x305.4mm con 2 agujeros (distribución circular)
WASH_692_D111.5-72.6.dxf,Arandela,"D_exterior=111.54, D_interior=72.59",Arandela Ø111.5mm / Ø72.6mm
WASH_692_D111.5-72.6_4holes.dxf,Arandela con agujeros,"D_exterior=111.54, D_interior=72.59, Agujeros=4, D_agujero=6.34",Arandela Ø111.5/Ø72.6mm con 4 agujeros de Ø6.3mm (circular)
RECT_693_1374.4x891.3.dxf,Rectangulo,"Ancho=1374.37, Largo=891.29",Rectángulo de 1374.4mm x 891.3mm
RECT_693_1374.4x891.3_32holes.dxf,Rectangulo con agujeros,"Ancho=1374.37, Largo=891.29, Agujeros=32, Diametros=[10.05, 8.56, 10.33, 14.22, 4.97, 6.05, 14.55, 7.68, 6.24, 6.06, 10.53, 5.94, 10.12, 7.13, 14.53, 10.75, 7.24, 10.42, 8.90, 5.25, 11.74, 13.47, 10.96, 4.95, 8.71, 9.64, 4.78, 12.47, 8.46, 5.57, 11.09, 9.55]",Rectángulo 1374.4x891.3mm con 32 agujeros (distribución circular)
RECT_694_1335.2x729.2.dxf,Rectangulo,"Ancho=1335.16, Largo=729.25",Rectángulo de 1335.2mm x 729.2mm
RECT_694_1335.2x729.2_1holes.dxf,Rectangulo con agujeros,"Ancho=1335.16, Largo=729.25, Agujeros=1, Diametros=[7.16]",Rectángulo 1335.2x729.2mm con 1 agujeros (distribución circular)
WASH_695_D767.1-342.3.dxf,Arandela,"D_exterior=767.13, D_interior=342.33",Arandela Ø767.1mm / Ø342.3mm
WASH_695_D767.1-342.3_32holes.dxf,Arandela con agujeros,"D_exterior=767.13, D_interior=342.33, Agujeros=32, D_agujero=13.37",Arandela Ø767.1/Ø342.3mm con 32 agujeros de Ø13.4mm (circular)
RECT_696_2566.8x718.6.dxf,Rectangulo,"Ancho=2566.76, Largo=718.59",Rectángulo de 2566.8mm x 718.6mm
RECT_696_2566.8x718.6_4holes.dxf,Rectangulo con agujeros,"Ancho=2566.76, Largo=718.59, Agujeros=4, Diametros=[8.20, 4.91, 4.71, 10.76]",Rectángulo 2566.8x718.6mm con 4 agujeros (distribución circular)
RECT_697_1611.2x435.8.dxf,Rectangulo,"Ancho=1611.15, Largo=435.81",Rectángulo de 1611.2mm x 435.8mm
RECT_697_1611.2x435.8_4holes.dxf,Rectangulo con agujeros,"Ancho=1611.15, Largo=435.81, Agujeros=4, Diametros=[9.60, 8.43, 6.87, 10.21]",Rectángulo 1611.2x435.8mm con 4 agujeros (distribución circular)
RECT_698_2455.1x1373.2.dxf,Rectangulo,"Ancho=2455.15, Largo=1373.18",Rectángulo de 2455.1mm x 1373.2mm
RECT_698_2455.1x1373.2_16holes.dxf,Rectangulo con agujeros,"Ancho=2455.15, Largo=1373.18, Agujeros=16, Diametros=[4.37, 6.03, 11.83, 9.53, 7.54, 5.57, 8.03, 10.31, 8.30, 8.95, 5.42, 10.25, 9.66, 6.55, 14.57, 4.56]",Rectángulo 2455.1x1373.2mm con 16 agujeros (distribución circular)
RECT_699_1998.1x1000.4.dxf,Rectangulo,"Ancho=1998.07, Largo=1000.40",Rectángulo de 1998.1mm x 1000.4mm
RECT_699_1998.1x1000.4_1holes.dxf,Rectangulo con agujeros,"Ancho=1998.07, Largo=1000.40, Agujeros=1, Diametros=[5.73]",Rectángulo 1998.1x1000.4mm con 1 agujeros (distribución aleatoria)
WASH_700_D50.9-19.3.dxf,Arandela,"D_exterior=50.92, D_interior=19.32",Arandela Ø50.9mm / Ø19.3mm
WASH_700_D50.9-19.3_3holes.dxf,Arandela con agujeros,"D_exterior=50.92, D_interior=19.32, Agujeros=3, D_agujero=7.81",Arandela Ø50.9/Ø19.3mm con 3 agujeros de Ø7.8mm (circular)
WASH_701_D626.6-229.3.dxf,Arandela,"D_exterior=626.56, D_interior=229.34",Arandela Ø626.6mm / Ø229.3mm
WASH_701_D626.6-229.3_27holes.dxf,Arandela con agujeros,"D_exterior=626.56, D_interior=229.34, Agujeros=27, D_agujero=4.70",Arandela Ø626.6/Ø229.3mm con 27 agujeros de Ø4.7mm (circular)
WASH_702_D609.5-381.5.dxf,Arandela,"D_exterior=609.47, D_interior=381.46",Arandela Ø609.5mm / Ø381.5mm
WASH_702_D609.5-381.5_7holes.dxf,Arandela con agujeros,"D_exterior=609.47, D_interior=381.46, Agujeros=7, D_agujero=4.71",Arandela Ø609.5/Ø381.5mm con 7 agujeros de Ø4.7mm (circular)
RECT_703_1131.5x690.9.dxf,Rectangulo,"Ancho=1131.50, Largo=690.88",Rectángulo de 1131.5mm x 690.9mm
RECT_703_1131.5x690.9_2holes.dxf,Rectangulo con agujeros,"Ancho=1131.50, Largo=690.88, Agujeros=2, Diametros=[11.23, 5.84]",Rectángulo 1131.5x690.9mm con 2 agujeros (distribución circular)
WASH_704_D705.7-394.4.dxf,Arandela,"D_exterior=705.67, D_interior=394.43",Arandela Ø705.7mm / Ø394.4mm
WASH_704_D705.7-394.4_46holes.dxf,Arandela con agujeros,"D_exterior=705.67, D_interior=394.43, Agujeros=46, D_agujero=6.88",Arandela Ø705.7/Ø394.4mm con 46 agujeros de Ø6.9mm (circular)
WASH_705_D250.6-167.9.dxf,Arandela,"D_exterior=250.59, D_interior=167.92",Arandela Ø250.6mm / Ø167.9mm
WASH_705_D250.6-167.9_44holes.dxf,Arandela con agujeros,"D_exterior=250.59, D_interior=167.92, Agujeros=44, D_agujero=13.32",Arandela Ø250.6/Ø167.9mm con 44 agujeros de Ø13.3mm (circular)
WASH_706_D738.7-386.6.dxf,Arandela,"D_exterior=738.73, D_interior=386.60",Arandela Ø738.7mm / Ø386.6mm
